Gene,NDC,DSIPS,THO3B,THO3F
ENSG00000201482,9,4,3,1
ENSG00000200163,1,1,0,1
ENSG00000199968,0,0,0,0
ENSG00000201969,7,0,9,13
ENSG00000199833,8,2,7,8
ENSG00000201326,6,4,14,7
ENSG00000201331,13,5,4,6
ENSG00000200398,0,0,2,0
ENSG00000199489,15,9,6,7
ENSG00000201300,2,3,6,4
ENSG00000200801,1,1,3,0
ENSG00000199704,2,0,1,3
ENSG00000200987,7,0,1,2
ENSG00000202188,3,1,1,4
ENSG00000200949,7,6,10,12
ENSG00000200593,5,1,10,3
ENSG00000199311,0,0,1,0
ENSG00000201992,11,6,15,12
ENSG00000202499,6,4,5,1
ENSG00000200638,3,3,9,3
ENSG00000201907,1,1,0,0
ENSG00000200564,3,0,0,2
ENSG00000272460,2,0,9,1
ENSG00000200478,5,1,2,3
ENSG00000201143,1,0,3,1
ENSG00000202373,5,2,6,4
ENSG00000202261,3,0,7,0
ENSG00000212380,4,3,6,3
ENSG00000212528,1,0,3,0
ENSG00000201634,1,1,0,4
ENSG00000239169,0,0,0,0
ENSG00000114062,11437,8061,9869,9539
ENSG00000261529,36,30,43,47
ENSG00000235731,2,3,3,5
ENSG00000223628,0,0,0,1
ENSG00000206190,228,83,165,73
ENSG00000222123,0,0,0,0
ENSG00000199214,0,0,0,0
ENSG00000266517,0,0,0,0
ENSG00000259011,0,0,0,1
ENSG00000206187,0,3,0,0
ENSG00000258965,0,0,0,0
ENSG00000212604,0,0,0,0
ENSG00000258931,0,0,0,0
ENSG00000259150,0,0,0,0
ENSG00000235160,0,0,0,0
ENSG00000166206,7416,4259,5860,6490
ENSG00000235518,8,4,5,2
ENSG00000242793,0,0,0,0
ENSG00000186297,942,168,319,288
ENSG00000259122,2,0,0,0
ENSG00000182256,291,115,99,146
ENSG00000228740,11,0,2,1
ENSG00000214254,1,2,0,0
ENSG00000200326,0,0,0,0
ENSG00000258624,0,1,0,1
ENSG00000261426,13,12,10,16
ENSG00000258970,3,0,0,1
ENSG00000259152,2,1,0,0
ENSG00000259168,35,6,11,17
ENSG00000258594,0,0,0,0
ENSG00000258853,13,0,4,5
ENSG00000104044,824,117,445,290
ENSG00000232394,0,0,0,0
ENSG00000228992,3,3,1,1
ENSG00000128731,7554,4413,5966,5754
ENSG00000256338,20,13,12,13
ENSG00000261401,0,0,0,0
ENSG00000261561,0,0,0,0
ENSG00000237850,0,1,0,0
ENSG00000261497,0,0,0,0
ENSG00000153684,0,0,0,0
ENSG00000241273,0,0,0,0
ENSG00000221050,0,0,0,0
ENSG00000261524,0,0,0,0
ENSG00000266039,0,0,0,0
ENSG00000260159,3,0,4,0
ENSG00000261365,0,0,0,0
ENSG00000263964,0,0,0,0
ENSG00000260053,0,0,0,0
ENSG00000183629,0,0,0,0
ENSG00000238607,0,0,0,0
ENSG00000244424,0,0,0,0
ENSG00000261041,0,0,0,0
ENSG00000227717,0,0,0,0
ENSG00000260444,0,0,0,0
ENSG00000261581,0,0,0,0
ENSG00000206149,452,351,334,344
ENSG00000254398,4,3,4,3
ENSG00000188626,4,14,15,1
ENSG00000238340,0,0,0,0
ENSG00000241075,0,0,0,0
ENSG00000261480,0,0,0,0
ENSG00000248334,19,37,52,18
ENSG00000260844,0,0,0,1
ENSG00000232431,0,0,1,0
ENSG00000256951,0,0,0,0
ENSG00000261377,40,12,54,91
ENSG00000271616,0,0,0,0
ENSG00000261649,2,0,3,11
ENSG00000270301,25,8,14,33
ENSG00000034053,10146,6862,11891,11095
ENSG00000259277,3,6,3,1
ENSG00000104059,728,467,727,511
ENSG00000259299,12,6,10,5
ENSG00000252868,0,0,0,0
ENSG00000185115,1567,1137,1434,1522
ENSG00000259690,8,10,3,10
ENSG00000259814,0,5,1,3
ENSG00000259300,0,0,3,0
ENSG00000256802,84,40,70,32
ENSG00000104067,8149,7863,7056,7189
ENSG00000259644,48,38,14,43
ENSG00000234664,4,1,3,4
ENSG00000259523,10,9,2,12
ENSG00000259749,0,0,1,0
ENSG00000259647,0,0,0,0
ENSG00000260174,0,0,0,0
ENSG00000229389,0,1,0,0
ENSG00000179938,0,2,0,0
ENSG00000239955,0,0,0,0
ENSG00000221250,0,0,0,0
ENSG00000261792,0,0,0,0
ENSG00000178081,6,8,15,8
ENSG00000207432,0,2,0,0
ENSG00000261247,5,3,0,0
ENSG00000241167,0,0,0,0
ENSG00000221785,0,0,0,0
ENSG00000260897,0,0,0,0
ENSG00000261747,0,0,0,0
ENSG00000259906,0,0,0,0
ENSG00000225930,55,54,30,47
ENSG00000259993,3,2,4,2
ENSG00000206972,0,0,0,0
ENSG00000270955,0,3,1,4
ENSG00000238783,0,0,0,0
ENSG00000270173,4,2,4,9
ENSG00000166664,19,32,27,9
ENSG00000263070,0,0,0,0
ENSG00000238519,0,0,0,0
ENSG00000186399,4,30,13,2
ENSG00000221723,0,0,0,0
ENSG00000240221,0,0,0,0
ENSG00000271333,0,0,0,0
ENSG00000215302,23,11,34,12
ENSG00000270055,96,33,81,20
ENSG00000260784,0,0,0,0
ENSG00000260693,0,0,0,0
ENSG00000178115,1,0,0,2
ENSG00000239898,0,0,0,0
ENSG00000221593,0,0,0,0
ENSG00000259890,0,0,0,0
ENSG00000260128,5,1,7,5
ENSG00000207430,0,0,0,0
ENSG00000261794,35,30,30,23
ENSG00000270016,7,1,6,0
ENSG00000243928,0,0,0,0
ENSG00000221358,0,0,0,0
ENSG00000269930,0,1,0,0
ENSG00000247728,8,20,8,11
ENSG00000187951,1097,770,441,745
ENSG00000252602,29,17,7,2
ENSG00000269974,59,38,12,23
ENSG00000206846,4,2,2,0
ENSG00000103832,48,49,15,48
ENSG00000241266,0,0,0,0
ENSG00000221379,0,0,0,0
ENSG00000259845,69,42,39,71
ENSG00000260382,8,13,3,2
ENSG00000261628,3,13,6,8
ENSG00000198690,3125,2383,2572,2463
ENSG00000270015,877,507,674,635
ENSG00000166912,1369,1149,816,1089
ENSG00000212526,3,0,1,5
ENSG00000134160,4,9,0,3
ENSG00000259720,0,0,0,0
ENSG00000207702,0,0,0,0
ENSG00000259448,99,128,68,99
ENSG00000259772,46,66,56,50
ENSG00000169926,9349,7911,8034,9336
ENSG00000259179,0,0,0,2
ENSG00000259696,3,4,3,2
ENSG00000169918,432,366,376,409
ENSG00000259358,9,9,10,12
ENSG00000206849,0,0,0,0
ENSG00000175344,84,56,72,78
ENSG00000201084,0,0,0,0
ENSG00000271078,0,0,1,0
ENSG00000207257,0,0,0,2
ENSG00000260211,3,8,4,5
ENSG00000260642,0,0,0,0
ENSG00000261491,0,0,0,0
ENSG00000249931,10,14,5,6
ENSG00000221444,0,0,0,0
ENSG00000241459,0,0,2,0
ENSG00000215304,0,0,0,0
ENSG00000233812,5,0,1,2
ENSG00000261279,0,0,0,0
ENSG00000206987,8,1,1,0
ENSG00000261708,0,0,0,0
ENSG00000206127,1,0,0,0
ENSG00000221318,0,0,0,0
ENSG00000243088,0,0,0,0
ENSG00000270789,0,0,0,0
ENSG00000268759,0,1,0,0
ENSG00000261375,0,0,0,0
ENSG00000254912,3,2,3,1
ENSG00000223509,159,126,66,36
ENSG00000261064,3,9,11,5
ENSG00000232653,3,4,13,4
ENSG00000234038,0,1,0,0
ENSG00000180987,0,0,0,0
ENSG00000242480,0,0,0,0
ENSG00000221405,0,0,0,0
ENSG00000262728,7,16,19,11
ENSG00000244952,17,33,6,15
ENSG00000198826,4431,3689,2271,3082
ENSG00000166922,2248,1087,1477,745
ENSG00000241818,19,6,8,5
ENSG00000259721,0,0,1,1
ENSG00000166923,135,38,4,53
ENSG00000248905,238,147,159,165
ENSG00000259392,0,0,0,0
ENSG00000238342,0,0,0,0
ENSG00000212415,0,0,0,0
ENSG00000259686,10,4,9,7
ENSG00000215296,0,3,0,0
ENSG00000259446,0,5,2,1
ENSG00000198838,371,468,2033,705
ENSG00000200008,0,2,2,2
ENSG00000259408,5,2,8,7
ENSG00000259287,4,6,15,20
ENSG00000169857,243,162,247,163
ENSG00000184984,42,9,91,19
ENSG00000259505,3,1,2,0
ENSG00000134153,921,975,1054,1001
ENSG00000243094,10,18,14,5
ENSG00000182405,261,229,243,205
ENSG00000134152,3152,2691,2620,2384
ENSG00000128463,2915,2303,2824,2594
ENSG00000140199,2543,1879,2752,2442
ENSG00000259468,1,0,0,3
ENSG00000207091,0,0,1,2
ENSG00000182117,2354,1579,1955,1830
ENSG00000184507,41,22,24,34
ENSG00000176454,3687,2887,3776,3253
ENSG00000259904,6,4,3,11
ENSG00000266205,0,0,0,0
ENSG00000175265,1438,1100,1477,1256
ENSG00000221649,0,0,0,0
ENSG00000260639,0,0,0,0
ENSG00000261081,0,0,0,0
ENSG00000259917,43,75,74,75
ENSG00000261559,18,19,11,23
ENSG00000215252,497,581,1053,679
ENSG00000221065,0,0,0,0
ENSG00000259892,1,1,1,0
ENSG00000252425,1,0,0,0
ENSG00000261304,0,0,0,0
ENSG00000159248,721,290,2679,732
ENSG00000250007,24,4,123,33
ENSG00000159251,30,12,35,26
ENSG00000259751,33,26,18,27
ENSG00000021776,6027,4288,4754,4447
ENSG00000231409,13,6,5,11
ENSG00000198146,4678,3054,4096,2882
ENSG00000212768,0,0,0,0
ENSG00000259181,0,3,0,1
ENSG00000259587,2,5,0,0
ENSG00000259665,2,2,1,3
ENSG00000255192,0,0,0,0
ENSG00000259397,2,0,2,2
ENSG00000259336,4,5,5,4
ENSG00000259592,0,1,5,1
ENSG00000259516,16,3,7,10
ENSG00000134146,634,598,556,523
ENSG00000259710,4,1,1,0
ENSG00000259585,6,2,8,3
ENSG00000265102,4,3,2,0
ENSG00000259688,0,0,0,1
ENSG00000259411,12,8,12,9
ENSG00000248079,5,3,3,8
ENSG00000259217,0,0,0,0
ENSG00000265098,0,0,0,0
ENSG00000259639,0,0,0,2
ENSG00000259245,0,0,0,0
ENSG00000259395,0,1,1,0
ENSG00000259737,0,3,2,4
ENSG00000270500,0,0,0,0
ENSG00000186073,1064,582,817,1358
ENSG00000261635,6,8,3,3
ENSG00000261315,22,11,17,13
ENSG00000260582,1,9,2,5
ENSG00000261191,4,3,3,3
ENSG00000223518,15,10,9,17
ENSG00000212511,0,0,0,1
ENSG00000259280,28,19,6,42
ENSG00000134138,13210,2568,6216,17542
ENSG00000206676,10,0,2,10
ENSG00000259460,1,0,0,1
ENSG00000270304,1,5,0,1
ENSG00000259434,0,3,8,6
ENSG00000243122,0,0,1,0
ENSG00000166069,0,5,0,0
ENSG00000259225,2,1,4,6
ENSG00000236914,29,18,16,37
ENSG00000259380,0,0,0,0
ENSG00000166068,4884,3785,4033,3339
ENSG00000171262,2702,1462,1538,1749
ENSG00000259192,62,89,67,74
ENSG00000172575,5063,602,2470,2024
ENSG00000259326,198,68,115,114
ENSG00000259598,11,1,3,1
ENSG00000201509,1,1,0,2
ENSG00000259747,3,0,4,3
ENSG00000175779,0,0,0,0
ENSG00000259731,0,0,0,0
ENSG00000259345,4,5,0,4
ENSG00000259278,1,0,0,0
ENSG00000259423,0,0,1,0
ENSG00000259450,0,0,2,0
ENSG00000175746,1,0,1,0
ENSG00000259447,0,0,1,7
ENSG00000259269,1,1,1,10
ENSG00000259390,3,0,0,0
ENSG00000137801,336,3012,5074,453
ENSG00000259279,0,0,0,0
ENSG00000150667,189,176,409,154
ENSG00000259580,0,0,0,0
ENSG00000261136,133,162,160,124
ENSG00000166073,358,369,1794,319
ENSG00000259432,0,0,0,0
ENSG00000246863,30,32,28,15
ENSG00000200305,0,0,0,0
ENSG00000128829,6340,4248,5946,4934
ENSG00000238564,0,3,3,1
ENSG00000259389,3,5,1,0
ENSG00000140319,4288,3789,6312,4278
ENSG00000248508,200,245,222,216
ENSG00000259584,9,14,13,10
ENSG00000104081,2072,1480,1466,1188
ENSG00000259409,0,0,0,0
ENSG00000259239,0,4,0,1
ENSG00000156970,5720,3387,2635,3852
ENSG00000137843,454,105,271,197
ENSG00000259288,3,0,0,0
ENSG00000260648,35,16,17,16
ENSG00000176753,16,9,12,10
ENSG00000137841,187,81,136,135
ENSG00000230778,8,1,0,0
ENSG00000259307,0,0,0,0
ENSG00000244705,2,1,0,1
ENSG00000259198,0,1,1,0
ENSG00000259330,416,333,322,345
ENSG00000188549,114,42,99,68
ENSG00000252714,0,0,0,0
ENSG00000233041,1,7,4,8
ENSG00000140323,1514,864,1392,1417
ENSG00000259368,0,0,0,0
ENSG00000259714,85,40,81,64
ENSG00000261374,151,62,99,111
ENSG00000128944,4613,2917,3189,3878
ENSG00000128928,2798,2095,2801,2144
ENSG00000140320,3483,2608,2846,2541
ENSG00000259364,14,17,1,8
ENSG00000259211,29,18,15,17
ENSG00000169105,805,415,668,646
ENSG00000244251,5,4,3,6
ENSG00000259536,27,34,34,43
ENSG00000128891,728,693,747,781
ENSG00000223313,0,3,7,2
ENSG00000166133,835,586,728,679
ENSG00000137812,7948,6879,3964,5538
ENSG00000238559,0,2,2,3
ENSG00000265814,0,3,3,0
ENSG00000259254,4,8,3,3
ENSG00000245849,242,228,258,237
ENSG00000051180,724,366,298,487
ENSG00000137824,1186,1248,1626,1358
ENSG00000271236,3,9,15,12
ENSG00000137880,450,252,475,299
ENSG00000104129,788,526,784,800
ENSG00000188277,242,228,297,232
ENSG00000166140,1189,739,1239,1002
ENSG00000166143,13,6,2,13
ENSG00000261183,0,0,7,1
ENSG00000166145,55,12,45,9
ENSG00000104140,105,42,95,74
ENSG00000264256,0,0,2,0
ENSG00000104142,2292,1758,2735,2250
ENSG00000251161,22,25,30,32
ENSG00000128917,134,63,122,150
ENSG00000259405,0,2,2,7
ENSG00000128965,513,389,414,311
ENSG00000128908,2316,1676,2302,2054
ENSG00000259617,11,8,4,5
ENSG00000259463,10,6,9,10
ENSG00000259521,2,3,3,15
ENSG00000259547,7,5,15,12
ENSG00000157021,106,32,35,57
ENSG00000178997,8,15,17,1
ENSG00000240847,1,1,2,4
ENSG00000187446,4408,4312,4589,4110
ENSG00000247556,21230,15710,12224,14586
ENSG00000104147,453,328,208,293
ENSG00000137804,13918,9042,7162,9768
ENSG00000259396,27,16,10,14
ENSG00000137806,678,549,844,626
ENSG00000137815,9195,6393,8289,8284
ENSG00000200407,1,0,0,4
ENSG00000137825,27,18,13,35
ENSG00000062524,10,22,22,20
ENSG00000103932,3651,2903,3046,2653
ENSG00000259838,3,0,4,4
ENSG00000092445,4448,3438,4152,3229
ENSG00000260926,1,4,0,0
ENSG00000174197,10853,8336,9666,9047
ENSG00000207766,3,3,0,2
ENSG00000270702,18,15,17,7
ENSG00000260814,10,11,24,10
ENSG00000137802,5123,3632,5127,4509
ENSG00000268632,2,1,0,1
ENSG00000250379,7,8,1,0
ENSG00000243708,127,145,138,115
ENSG00000243789,80,47,52,45
ENSG00000168970,1357,1054,1740,1251
ENSG00000137877,180,176,193,126
ENSG00000200293,5,6,5,5
ENSG00000264850,0,0,0,0
ENSG00000174171,11,17,19,10
ENSG00000272003,6,18,11,12
ENSG00000103966,169,554,451,267
ENSG00000259883,3,6,0,3
ENSG00000246740,2,2,5,1
ENSG00000188089,3,3,3,0
ENSG00000257797,0,1,0,0
ENSG00000159337,0,4,1,0
ENSG00000168907,3,5,2,0
ENSG00000166887,5012,2926,4779,4157
ENSG00000207712,2,2,1,2
ENSG00000261002,28,37,36,29
ENSG00000103978,2422,2344,2332,2368
ENSG00000214013,995,1069,748,630
ENSG00000260571,1,4,1,4
ENSG00000258461,7,8,7,7
ENSG00000092529,16,19,14,3
ENSG00000103994,7175,6133,7264,7098
ENSG00000201077,1,0,1,0
ENSG00000092531,536,456,506,424
ENSG00000261684,0,0,0,0
ENSG00000180979,1302,1418,1556,1375
ENSG00000137814,2311,1959,1872,2213
ENSG00000261822,0,0,0,0
ENSG00000260490,18,22,16,22
ENSG00000159433,5974,3947,4815,4230
ENSG00000260282,7,11,6,8
ENSG00000239025,0,3,1,0
ENSG00000140326,2184,1292,1431,1513
ENSG00000128881,5601,5663,6380,6296
ENSG00000246283,0,0,0,0
ENSG00000260799,23,19,23,17
ENSG00000254793,7,5,6,7
ENSG00000159459,4371,3379,4020,4037
ENSG00000166947,61,88,125,117
ENSG00000205871,19,13,10,11
ENSG00000137842,462,400,482,578
ENSG00000260928,0,0,4,3
ENSG00000261687,7,1,6,3
ENSG00000166946,1191,1080,1597,1310
ENSG00000104055,2,2,1,1
ENSG00000202211,0,0,0,0
ENSG00000261679,0,0,0,0
ENSG00000159495,0,0,0,1
ENSG00000260406,0,0,0,0
ENSG00000168806,1030,848,1313,1074
ENSG00000168803,698,917,910,782
ENSG00000140265,3845,3155,3310,3557
ENSG00000137822,4362,2660,4899,3847
ENSG00000243871,8,7,10,1
ENSG00000067369,13936,9035,18416,12929
ENSG00000166963,16040,16197,19789,14022
ENSG00000168781,401,638,792,555
ENSG00000237289,233,153,1,2
ENSG00000242866,33,24,0,1
ENSG00000222398,2,2,0,0
ENSG00000238535,0,0,0,0
ENSG00000166762,96,83,3,1
ENSG00000206991,0,0,0,0
ENSG00000224677,0,1,0,0
ENSG00000249839,18,12,0,0
ENSG00000223572,107,53,100,65
ENSG00000166763,32,18,35,19
ENSG00000201136,4,0,13,4
ENSG00000238494,0,0,0,0
ENSG00000205771,83,104,101,79
ENSG00000206589,0,0,2,0
ENSG00000167004,5490,5985,8960,5114
ENSG00000128886,17,9,15,13
ENSG00000262560,0,0,0,0
ENSG00000140264,5749,5839,6610,4431
ENSG00000268488,0,0,0,0
ENSG00000221792,0,0,0,0
ENSG00000184716,0,0,0,0
ENSG00000242028,289,316,272,221
ENSG00000140259,2638,2379,2999,2791
ENSG00000092470,1702,567,473,1146
ENSG00000200391,1,0,0,3
ENSG00000171877,2818,1853,2158,1524
ENSG00000227973,6,2,3,5
ENSG00000185607,13,19,12,16
ENSG00000224055,15,8,8,6
ENSG00000203578,0,0,2,0
ENSG00000203411,0,0,0,0
ENSG00000203576,0,0,0,0
ENSG00000166734,5637,5358,6833,5789
ENSG00000203575,1,0,0,2
ENSG00000196274,2,0,0,1
ENSG00000203574,0,0,0,2
ENSG00000203573,0,0,0,0
ENSG00000203572,3,0,0,1
ENSG00000250130,55,61,38,52
ENSG00000259499,13,18,10,8
ENSG00000259595,17,17,8,14
ENSG00000137770,7389,4198,4304,4207
ENSG00000265191,4,2,2,4
ENSG00000259335,44,28,20,26
ENSG00000259563,22,19,12,8
ENSG00000179523,706,672,836,721
ENSG00000104131,2398,1701,2146,1962
ENSG00000259659,61,37,44,47
ENSG00000104133,6754,6098,7795,6912
ENSG00000229474,11,35,33,6
ENSG00000206957,0,0,0,0
ENSG00000166710,1807,2219,1337,1803
ENSG00000185880,1110,2023,1863,1495
ENSG00000259479,160,60,101,93
ENSG00000259187,0,0,0,0
ENSG00000238845,0,0,0,0
ENSG00000212424,0,0,0,0
ENSG00000259742,0,0,0,0
ENSG00000259231,0,0,0,0
ENSG00000252117,0,0,0,0
ENSG00000167014,0,1,0,0
ENSG00000252475,0,0,0,0
ENSG00000259304,0,0,0,0
ENSG00000252288,0,0,0,0
ENSG00000212550,0,1,0,0
ENSG00000140263,981,892,859,895
ENSG00000259418,11,3,13,6
ENSG00000252171,0,0,0,0
ENSG00000259352,0,0,0,0
ENSG00000140279,11,22,19,3
ENSG00000140274,7,1,4,2
ENSG00000140254,11,6,19,8
ENSG00000137857,958,681,698,790
ENSG00000259539,0,0,0,0
ENSG00000138606,2906,1745,3386,2877
ENSG00000259519,12,6,17,10
ENSG00000259932,635,455,578,521
ENSG00000260035,1166,1018,921,909
ENSG00000261709,0,0,0,0
ENSG00000259338,2,2,0,1
ENSG00000259520,37,88,82,50
ENSG00000137860,65,100,47,44
ENSG00000235390,0,2,1,0
ENSG00000259433,9,9,3,6
ENSG00000238941,0,0,2,0
ENSG00000171766,2396,3061,2793,1608
ENSG00000171763,832,628,1220,760
ENSG00000166920,5,2,4,8
ENSG00000259342,1,1,0,0
ENSG00000211519,0,0,0,0
ENSG00000252285,0,0,0,0
ENSG00000259354,3,4,10,1
ENSG00000104154,875,511,690,641
ENSG00000238583,1,0,0,0
ENSG00000179362,34,37,25,26
ENSG00000207516,0,0,0,0
ENSG00000259681,0,0,1,0
ENSG00000259427,0,0,0,0
ENSG00000104164,6135,5311,5609,6286
ENSG00000260170,0,0,0,0
ENSG00000200419,8,6,8,5
ENSG00000137767,19,23,70,8
ENSG00000259200,4,7,6,4
ENSG00000259743,0,3,0,0
ENSG00000259593,0,0,0,0
ENSG00000238819,0,0,0,0
ENSG00000238456,0,0,1,0
ENSG00000259255,0,5,1,0
ENSG00000223308,0,0,0,0
ENSG00000259509,0,1,2,0
ENSG00000252500,0,0,0,0
ENSG00000259752,0,0,0,0
ENSG00000137872,2534,1990,3396,2403
ENSG00000222311,0,1,2,1
ENSG00000222343,6,6,1,0
ENSG00000259554,10,9,10,6
ENSG00000259221,8,2,4,9
ENSG00000259360,3,4,2,4
ENSG00000259740,11,6,1,2
ENSG00000221202,0,0,0,3
ENSG00000259588,10,9,2,5
ENSG00000213862,15,14,25,14
ENSG00000259572,0,0,1,0
ENSG00000259754,0,0,0,0
ENSG00000259730,0,0,0,0
ENSG00000188467,420,381,480,433
ENSG00000104177,7533,5848,5916,6597
ENSG00000266143,1,3,15,8
ENSG00000259235,5,4,1,2
ENSG00000233932,7,5,3,3
ENSG00000074803,17,30,37,12
ENSG00000259385,0,0,0,0
ENSG00000259488,36,41,24,38
ENSG00000202542,6,4,0,3
ENSG00000128951,2429,1477,1806,1553
ENSG00000166147,1662,1647,4759,1064
ENSG00000259705,52,42,107,31
ENSG00000103995,2507,1626,920,1234
ENSG00000259216,32,19,19,44
ENSG00000259469,12,13,9,9
ENSG00000259670,4,0,0,1
ENSG00000259700,5,9,0,12
ENSG00000185634,335,437,521,467
ENSG00000255302,9038,7277,7599,8388
ENSG00000235883,0,0,0,0
ENSG00000259602,0,3,1,0
ENSG00000259500,4,4,0,1
ENSG00000138593,8353,7669,8765,8586
ENSG00000207105,3,0,3,3
ENSG00000265942,15,30,21,9
ENSG00000259656,13,3,0,2
ENSG00000166200,5406,4920,5280,5167
ENSG00000200120,7,13,14,4
ENSG00000156958,1135,1035,1289,1197
ENSG00000259467,14,14,16,22
ENSG00000264210,1,0,0,0
ENSG00000259545,6,1,3,2
ENSG00000243338,0,0,1,0
ENSG00000166262,337,509,437,385
ENSG00000259531,2,12,4,5
ENSG00000140285,21,75,53,87
ENSG00000104047,950,755,695,634
ENSG00000261597,180,173,157,131
ENSG00000259388,0,2,0,3
ENSG00000104043,22,22,77,13
ENSG00000259188,2,0,2,0
ENSG00000201086,0,0,0,0
ENSG00000140284,112,91,183,96
ENSG00000200605,0,1,1,2
ENSG00000140287,78,93,293,140
ENSG00000241175,8,5,8,6
ENSG00000104064,2556,1971,1695,2083
ENSG00000271819,5,17,12,9
ENSG00000244879,1715,1701,1652,1777
ENSG00000259715,104,132,132,142
ENSG00000264109,61,89,63,108
ENSG00000259465,1,7,8,2
ENSG00000138592,3209,2643,3239,2820
ENSG00000252376,1,4,3,0
ENSG00000242737,20,5,14,5
ENSG00000259618,22,14,24,16
ENSG00000259298,17,25,22,20
ENSG00000170236,6,2,6,4
ENSG00000092439,3414,2298,3133,2609
ENSG00000259684,19,25,13,13
ENSG00000243027,8,2,1,2
ENSG00000138600,1317,1137,1262,1097
ENSG00000259773,1,0,2,1
ENSG00000241130,0,0,2,0
ENSG00000081014,1493,1133,1295,1370
ENSG00000259378,25,35,20,23
ENSG00000259240,3,4,2,0
ENSG00000183578,147,24,34,57
ENSG00000259204,0,0,0,0
ENSG00000137869,2,11,2,4
ENSG00000266593,0,0,0,0
ENSG00000259701,2,1,0,2
ENSG00000259306,0,3,1,3
ENSG00000186417,25,37,30,78
ENSG00000270378,0,0,0,0
ENSG00000259194,2,0,0,0
ENSG00000259678,1,0,0,5
ENSG00000104093,10097,5545,8603,7878
ENSG00000259668,43,46,33,45
ENSG00000263437,0,0,0,0
ENSG00000104112,2840,2199,3261,4080
ENSG00000259241,9,7,20,14
ENSG00000259296,4,7,7,11
ENSG00000140280,110,43,71,43
ENSG00000128872,16342,6778,11000,13204
ENSG00000259377,34,15,28,20
ENSG00000138594,2837,2970,2820,2717
ENSG00000259632,7,13,7,3
ENSG00000207484,4,1,0,1
ENSG00000259201,7,4,3,5
ENSG00000272337,3,1,1,1
ENSG00000259185,0,0,0,0
ENSG00000259556,19,39,38,22
ENSG00000166477,2237,1673,1849,1953
ENSG00000069956,8448,7647,9703,10158
ENSG00000259438,8,8,12,9
ENSG00000259398,6,4,2,9
ENSG00000259712,30,23,13,15
ENSG00000259178,0,0,3,0
ENSG00000242327,3,3,6,3
ENSG00000137875,5,3,4,2
ENSG00000259327,14,8,7,11
ENSG00000069966,2563,1133,2203,1819
ENSG00000259709,23,20,24,19
ENSG00000206995,0,2,1,3
ENSG00000259577,63,40,56,36
ENSG00000128833,279,300,477,161
ENSG00000221052,0,0,0,0
ENSG00000197535,13175,6299,11440,11602
ENSG00000231169,13,9,7,6
ENSG00000128989,21946,18176,21284,19627
ENSG00000260618,48,21,16,18
ENSG00000047346,1730,992,2189,1627
ENSG00000259935,10,2,9,7
ENSG00000169856,99,212,331,263
ENSG00000259203,5,1,1,3
ENSG00000214896,0,0,1,1
ENSG00000259612,31,19,27,18
ENSG00000259237,0,0,0,0
ENSG00000166415,14,14,51,18
ENSG00000252066,0,0,0,0
ENSG00000206641,0,0,0,0
ENSG00000259301,0,0,0,0
ENSG00000259669,0,0,0,0
ENSG00000137766,560,186,142,244
ENSG00000259619,5,1,4,3
ENSG00000259550,1,1,1,1
ENSG00000260937,0,0,0,0
ENSG00000137876,4539,3923,3802,4022
ENSG00000069974,213,192,216,110
ENSG00000225973,278,156,251,223
ENSG00000069943,336,283,334,368
ENSG00000260916,507,403,582,401
ENSG00000261771,0,0,0,0
ENSG00000207964,6,0,6,1
ENSG00000261652,100,134,165,109
ENSG00000256061,56,54,82,57
ENSG00000260036,3,2,4,1
ENSG00000171016,6042,5000,5689,4421
ENSG00000166450,1958,4336,8816,3705
ENSG00000259180,2,15,8,11
ENSG00000259369,0,0,2,0
ENSG00000221218,0,0,0,0
ENSG00000069869,1448,1144,370,1160
ENSG00000238513,0,1,0,1
ENSG00000230183,5,4,2,1
ENSG00000239703,3,0,0,1
ENSG00000261333,2,0,0,0
ENSG00000181827,11082,6358,7059,6323
ENSG00000261072,50,38,24,22
ENSG00000151575,1227,1270,1616,1239
ENSG00000199784,0,0,0,0
ENSG00000261174,0,7,1,1
ENSG00000259941,0,0,0,0
ENSG00000261823,7,9,16,6
ENSG00000138587,241,152,301,185
ENSG00000260392,11,29,31,42
ENSG00000137871,4002,2528,5526,4020
ENSG00000225625,1,2,3,0
ENSG00000140262,13620,27103,15161,15690
ENSG00000222586,4,5,1,0
ENSG00000260689,12,53,28,29
ENSG00000239035,2,5,0,3
ENSG00000247982,26,40,33,36
ENSG00000260172,1,1,0,0
ENSG00000260870,0,2,0,0
ENSG00000128849,212,201,800,275
ENSG00000252984,0,0,0,0
ENSG00000261489,0,0,0,0
ENSG00000261265,0,3,2,1
ENSG00000240874,0,1,1,0
ENSG00000137878,0,2,0,1
ENSG00000263155,0,0,0,0
ENSG00000255529,1044,964,1057,1115
ENSG00000261219,11,4,8,4
ENSG00000128918,7,16,17,13
ENSG00000259477,0,1,0,0
ENSG00000259285,1,3,0,0
ENSG00000103569,0,0,0,1
ENSG00000259651,0,0,0,0
ENSG00000259626,0,0,0,0
ENSG00000259600,0,3,0,0
ENSG00000259379,0,5,0,0
ENSG00000259671,0,4,0,0
ENSG00000240934,0,0,0,0
ENSG00000166035,3,1,1,0
ENSG00000259293,0,0,0,0
ENSG00000259476,0,0,0,0
ENSG00000259250,61,32,12,32
